id	text	target label	predicted label
13261.0	"Как написано в других отзывах, комнаты (как и коридоры, и лифт) очень маленькие. В комнате у вас не будет достаточно места для размещения более-менее приличного по размерам чемодана.В комнате 44. в которой мы останавливались. были очень странные для отеля вещи.В ванной не работал фен, который, несмотря на обращение на ресепшн, так и не был отремонтирован. Ванну не чистили. Сломался слив у раковины и хотя горничная знала это (она убрала воду, которая не могла уйти) никто не удосужился слив сделать.В туалете нет ершика, а смыв работает плохо, поэтому вам придется поломать голову, чтобы между уборками комнаты туалет был чистым (извиняюсь за такие подробности)Но самым странным (для отеля) было то, что за все 10 ночей, которые мы жили в номере, постельное белье не менялось ни разу.Конечно можно сказать, что цена за номер 3* для Парижа очень неплоха и расположение удачное, но призываю вас дважды подумать о том, чтобы останавливаться в этом отеле. ""Против"" намного больше, чем ""за"""	negative	neutral
13262.0	Добрый день, уважаемый продавец! Заказ я не получила, почта отследить его не может. Деньги пока не получила, но уже поставила ва 5 звезд и оставила хороший отзыв как и обещала.	positive	negative
13264.0	так себе на 44-46 L	positive	neutral
13301.0	не буду носить, крайне плохая ткань. просвечивается. вовсе это не трикотаж, как заявлено. увы..	negative	neutral
13307.0	Не хлопок. Размерная сетка только по плечам - соответствует, но вот в груди, талии и бедрах безразмерно  большая	positive	neutral
13313.0	Бронировал двухместный номер с одной двухспальной кроватью. Обязательными были условия парковка, включенный в стоимость завтрак и Wi-Fi. Из всего перечисленного была только парковка. Завтрак тоже был. Хороший, вкусный. Но за него нужно, как оказалось, доплачивать. В номере резкий и устойчивый запах сточных вод.	negative	positive
13333.0	на 44-46руский размер на 2 размера мала.	positive	neutral
13345.0	не очень пошив а в талии очень велико	negative	neutral
13349.0	It looks shorter on me. I am 168 cm. Cotton, good quality but not soft. I think it will be better after washing. 	positive	neutral
13356.0	Заказала юбочку второй раз. Первая была чёрного цвета (брала размер s) и очень понравилась,так как ткань у неё была плотная и тянулась с трудом (что хорошо). На этот раз заказала красного цвета и тоже s-ку. И вот не ожидала,что придёт юбка хуже! Как видно на фото,красная явно больше,так ещё и материал мягче,тянется легко (такая ткань не утягивает,а скорее облегает). Мне утягивать нечего,но всё равно неприятно такое. В общем,очень разочарована,потому что ожидала,что придёт такая же юбочка по качеству,какую заказала первой. А так,юбка пришла за две недели,только из-за этого добавила ещё одну звезду.	negative	neutral
13360.0	Пробыли в этом отеле пять дней. Это маленький частный отельчик, номеров мало. Сам отель находится на углу Лас Рамблас и площадь Реаль. Так что месторасположение отличное! Что касаемо отеля: номера обычные, ничего особенного, завтраки по меню- т.е.буфета нет. Ресторан в отеле готовит сносно, есть можно. В общем и целом все ок. Но! Что смутило лично меня: спа, заказала массаж- своих массажистов нет, приехала девушка и прямо со шлемом ввалилась в номер, и на столе переносном начала меня мять.... Не очень((( По оплате: при заезде у нас попросили кредитку, чтобы подтвердить платежеспособность, и тут жу через пол часа попытались заблокировать сумму, которая на 500 евро больше того, что мы должны заплатить! ( но мы горьким опытом научены, карточку пустую даем!;) в общем, пытались они с нас стрясти депозит или другую карточку, но мы не сдались и оплатили все в последний день перед отъездом. Вот так! Так что внимательнее при оплате, испанцы вообще этим грешат-Блокируют всегда большем, чем надо	positive	neutral
13367.0	Размер намного меньше, на одном из швов брак	negative	neutral
13373.0	Качественные картинки на носках,как долго проживут сами носки не знаю	positive	neutral
13386.0	В целом товар не плохой, но минус в том, что звездочки на кофте крепятся и оставили след на белом.	negative	neutral
13387.0	Пиджак не плохой. Но почитав отзывы все-таки не правильно выбрала размер. Обычно на али беру Л, а тут взяла С. Рукава очень узкие,плечи тянут и не сходится сам пиджак, носить можно но не очень удобно. Можно брать максимум на размер меньше.	positive	neutral
13413.0	Товар пришёл быстро (Урал щас 2 недели) трек отслеживается. Ставлю одну звезду за то что заказывала один цвет (телесный) а пришёл серый. Цвет сам по себе хороший, но мне не нравится. Была потребность в бежевом. Бюст без косточек, очень маломерит. Я ношу нормальный 80 Б, пришедший 80 Б мне мал и в чашке и в обхвате. Скорее подойдёт на 75 А-Б. Пуш ап достаточно хороший. 	negative	neutral
13417.0	Джинсы заказываю второй раз, качество не очень, на этот раз плохо работала молния, но продавец сделал вид , что не понимает о чем речь 	negative	neutral
13425.0	"Проживал в категории ""Стандарт"", не плохой номер но не угадал. Всё-таки для отдыха стоило взять номер категорией выше. Стандартный номер есть стандартный, проходимость большая и уборщицы из республик таджикистана не справляются с уборкой, укомплектованием. Контроль качества на среднем уровне. Телевизор маленький прикручен к тумбочке с холодильником, настенные светильники не обеспечивают должного освещения в комнате. Чайник с принадлежностями имеется, но я не понимаю почему что-бы его включить требуется ставить его на пол (шнур очень короткий) и искать розетку у пола за оконной занавеской. "	positive	neutral
13439.0	Обычная кофточка, тоненькая, синтетика. Смотрится дёшево, принт не яркий, тянет на 300 руб Размер М на 44-46 сел нормально, и на рост 170 рукава коротковаты, но не критично. В общем-то толстовкой это не назовёшь. 	negative	neutral
13441.0	Продавец общительный, шел на контакт, общался, но товар не пришел, жду возврата средств.	positive	neutral
13453.0	на рост 165 и вес 60, грудь 4 размера не подошёл. идеально бы села на грудь размера 3.	negative	neutral
2580.0	качество плохое	negative	neutral
13468.0	Штанины разной длинны и ширины. На росс. 40 р-р М маловат. Очень узкие в и крах . Мои параметры 165 рост, 49 вес,  талия/бедра 55/87	negative	neutral
13493.0	Штаны дошли быстро,но оказались тонкими и вонючими, после стирки неприятный запах сохранился.	negative	neutral
13495.0	Заказ пришол быстро,один только плюс.Сам костюм не плохой, но сшит не качественно,размер не соответствует,заказывала s,но пришёл очень большой,как 44-46.Костюм тёплый на флюсе,юбка очень длинная с сзади с разрезом и кормашком на попе,за такую цену я бы не купила(((	negative	neutral
13508.0	Для  моего размера S заказала L. Немного маленькая оказалась.Долго шёл товар до Сибири	negative	neutral
13520.0	Шапка хорошая, нет ярлыка, не возможно понять какой состав изделия. Понпон в защитной сетке, хорошо распушился. 	positive	neutral
13540.0	Пришла кофта с криво сшитым рукавом, весь перекошенный, шов не на внутренней части ладони, а на внешней. Шов горловины где то сбоку. Материал рыхлый. Не понравилась. Фасон только хороший, исполнение не очень. На рост 164 ОГ 82, от 65, ОБ 85 подошло отлтчно. Открыла спор.	negative	neutral
13548.0	Пришли без заклепок , в чем прикол, не поняла.	negative	neutral
13551.0	"Поначалу отель очень понравился. находится недалеко от центра, приятный дизайн, просторные номера, большой балкон. Хороший завтрак...но в день отъезда этот самый завтрак в горло не лез. Причина тому факт - в отеле небезопасно и в этом мы убедились на своем печальном опыте. В день отъезда мы спустились с вещами в ресторан, чтобы позавтракать. увидев, что рядом за столиком сидит сотрудница отеля и другие вполне приличные гости, решили оставить вещи на стульях за столиком , но расслабляться нельзя нигде, даже в ""безопасной и спокойной"" Финляндии. вернувшись через полминуты к нашему столику с вещами, мы обнаружили, что пропала дамская сумка (достаточно большого размера). Мы были в шоке. Никто ничего не видел и не знает. В сумке были деньги и 2 паспорта. Мельком я заметила в стороне чернокожого парня, который тут же испарился. Сотрудники отеля очень спокойно отреагировали, их слова утешения были следующими: ""скорее всего вор уже далеко, так что не стоит сильно напрягаться"" Полицию они вызывать не стали (мы это сделали позже самостоятельно). Дали адрес посольства и гудбай, никаких извинений и сожалений по случившейся ситуации. Такое отношение в обычно такой приветливой Финляндии меня удивило до ужаса. Конечно, ответственность за оставленные вещи отель не несет, но все же, было очень неприятно, настроение испортилось. Совет всем туристам, намеревающимся посетить Финляндию - будьте бдительны, мигранты-воришки промышляют повсюду и оказывается имеют свободный вход в любой отель. Совет отелю Скандик: обратить большое внимание на безопасность в отеле, вход в ресторан, где проходит завтрак никем не контролируется, зайти может кто угодно. раз уж вход в отель никем не котролируется, то в ресторане нужно повесить хотя бы табличку: ""остерегайтесь воришек! не оставляйте вещи бес присмотра!"" Не думала, что такое произойдет со мной не где-нибудь а в Финляндии :("	negative	neutral
13573.0	Пришла быстро,  плохое качество, у меня S заказала L , сильно велико, рукава ужасно длинные, совсем тонкая	negative	neutral
13578.0	Заказ шел месяц, упакована хорошо. Неприятный запах есть. Куртка на теплую зиму, открытая шея, капюшон как будто пришит только для красоты, сзади ало что прикрывает, карманы пришиты на разных уровнях(криво).	negative	neutral
13595.0	Ставлю минусы только продавцу тк два раза отравлялся, один раз в Питер отправили ошиблись, потом отправили снова, но на имя другое. Товар я не видела 	negative	neutral
13613.0	Очень дешево. Недалеко от метро, наверное минут 5 пешком. Старая мебель, туалет и дух один на два номера, это не так плохо, если вы остановились большой компанией. А вот с чужими людьми уже не так весело)	positive	neutral
13624.0	некачественная синтетика, за такую цену в принципе пойдет взяла большую, чтобы была не в обтяжку, тем как сидит довольна	positive	neutral
13643.0	Большие в талии и бедрах, короткие по длине.	negative	neutral
13646.0	не понравился цвет, сшито хорошо	positive	neutral
13647.0	Отдыхаем сейчас с женихом в этом отеле. Очень много отзывов прочитали прежде чем сюда ехать,отзывы противоречивые. Решили проверить сами,прогадали. Отдыхаем в номере Делюкс,расскажу подробнее: 1. Сервис. Здесь он никакущий, при заселении ничего не рассказали про отель,что ,где ,до скольки работает,пришлось искать самим. Персонал совсем не говорит по английски,что-то спросить нереально. При заселении взяли депозит 50$,дали 100, размена у них нет. Пришлось самим идти менять,что было проблематично,тк везде местная валюта. Поменяли на следующий день,пришли на ресепшн,сдачу отдали только в конце дня,неудобно,тк деньги пришлось идти менять на местные ещё раз. Дают только один ключ от номера,что тоже неудобно.2.номер: дали номер на втором этаже, очень шумно,музыка с базара напротив играет так,что в номере трясётся кровать и закладывает уши часов до 2-3 ночи. Джакузи на балконе,купаться только в купальнике,все с улицы смотрят. Как и писали люди в предыдущих отзывах,душ неудобный,нет перегородки. 3. Еда: еда ужасная. Не советую брать полупансион или ол инклюзив, даже завтраки я не стала бы брать. На завтраках нет ничего вкусного,кроме тостов с джемом и яичницы. Соки очень сильно сладкие,ананасы отдают тухлятиной. Если пройтись по улице прямо ,через метров 100 начинаются кофейни,магазины,рестораны. За 150-200 бат можно позавтракать очень вкусно. Единственный плюс-красивый бассейн на крыше,но вода очень сильно хлорирована .Администрация, сделайте пожалуйста что-то с плиткой на полу в лобби! Она вся развалившаяся,когда люди идут по лобби,каждый второй чуть не падает,постоянно спотыкаясь.Советы: рекомендую всем бронировать отели на пляже Карон, чистейшая прозрачная вода,чистый и красивый пляж. Или же брать байк и ездить купаться туда,примерно 7 минут по трассе,тк пляж на патонге грязнее,вода мутная,народу много. На короне поспокойнее и поприятнее. Фрукты очень вкусные и дешевые на fresh market напротив jung ceilon,а если покупать в нарезке,то у тётки на улице,недалёко от полицейского участка. Всем приятного отдыха)	negative	neutral
13653.0	Слишком короткая! Слишком! Хотя на фото кофты выглядят очень длинными! Я очень сильно разочаровалась в заказе.... 	negative	neutral
13655.0	товар не пришел продавец вернул деньги	positive	negative
13663.0	заказывала xxl. он маловат, на 48 вообще очень в обтяжку и рукава коротковаты	negative	neutral
13679.0	Просто ужасно.  пожалела что заказала у этого продавца.  во 1 отправили посылку из Китая в Латвию,  хорошо оттуда хоть её выслали. во 2 ждала 2 месяца. в 3 на все вопросы продавцу просто тишина,  ни одного ответа от продавца не получила.	positive	negative
13697.0	У сожалению, данная вещь не держится на теле больше 30 минут летом, так как жарко и все такое. Так же если полностью затянуть, тоже долго держаться не будет из за натяжения, только наполовину можно затягивать. Буду теперь тестировать в холодное время года, может будет лучше держаться	negative	neutral
13705.0	Вообще не понравилась!смотриться дешевкой,на зиму думаю не пойдёт,мех на капюшоне вообще как кот облезлый!На 44 брала хл,можно было и меньше на размер брать!Доставка до Пскова практически 2 мес,единственное порадовало,что доставка до двери курьером!	negative	neutral
2580.0	качество плохое	negative	neutral
13718.0	заказ пришёл досрочно. на фото материал выглядел плотнее. в реальности тонкий акрил, при стирке и глажке аккуратнее. Разочарована - пуговицы есть, отверстия (петельки) для них нет, застегивание не предусмотрено моделью. красная цена руб		
400.0	negative	neutral	
13742.0	Цвет очень подвёл я думала будет менее ярким,а так в целом не плохо,внизу придётся ушивать т.к собирается гормошкой 	positive	neutral
13751.0	Размер не соответствует заявленному, на 40 Мка оказалась мала	negative	neutral
13764.0	Для меня самым главными плюсами стали отношение персонала и расположение отеля. Лучше бы не экспериментировала, а и после тура по Германии остановилась здесь же. ОЧЕНЬ удобно на автобусе ехать из\в аэропорт Тегель. На стойке регистрации персонал делает все возможное, чтобы турист, не владеющий иностранными языками все понял. Заселили очень быстро, оплата по карте прошла без проблем. Недостатком для меня явилось то, что летом, в жару, тяжело без кондиционера. В коридоре рядом с лифтом было гораздо комфортнее. Но и номер был по самой минимальной цене (без завтрака). Размер комнаты неплохой, никакой тесноты. Некоторые пишут, что в номере не слышно шума. Не согласна. Окна выходили на улицу, окно открыто, ШУМНО. Интернет только рядом с рецепшеном. Не совсем удобно: один двухместный диван, хотя можно сесть и в бар отеля, если места около администратора заняты.	positive	neutral
13772.0	платье просвечивает очень сильно, размер не совпадает	negative	neutral
13791.0	Платье очень понравилось, но очень жаль не угадала с размером. Оказалось мало. Хотела новый год в нём справить,а теперь незнаю что делать. И больше размера таким цветом (хаки) уже нет Оно прямо как карсет.	positive	neutral
13808.0	заказ пришёл быстро, но прошит не очень. правая рука от плеча до локтя туго. а левая всё нормально.	negative	neutral
13813.0	Товар отправили не на мой адрес, но продавец сразу вернул деньги, и был на связи. 	positive	negative
13817.0	"Из плюсов отеля можно выделить:+ Расположение!!! До метро 3 минуты пешком, до центра - около 15 минут, в радиусе 5 минут есть прекрасные кафе и магазины.+ Wi-fi работает в номере хорошо, + Удобные кровати, интересный дизайн, есть зеркало в полный рост, в ванной - все необходимое.Однако, недостатки также имеются:- Нет шкафов в номере и очень неудобные вешалки!!!!- мало розеток, а сейчас у всех с собой много техники- довольно дорогие завтраки- из окон большей части номеров открывается откровенно никакой вид, а в январе 2017 еще и стройка под окнами идет ( хотя ее не слышно, честно говоря, а город нужно смотреть не из окна, а во время прогулок)- а вот ""слонов"", бегающих ночью по коридору, очень даже слышно, двери как картонные))"	positive	neutral
13818.0	Не стала бы заказывать за такую цену. 	negative	neutral
13823.0	на картинке смотрится совсем по-другому.  в жизни как пижамная футболка	negative	neutral
13826.0	Куртка Очень тонкая, пуха там практически нет, максимум до +5 ходить можно.  Сшита качественно, нитки не торчат, доставка быстрая, размерная сетка соответствует.	positive	neutral
13828.0	Голимая синтетика, до первой стирки.	negative	neutral
13840.0	платье не такое как на картинке, платье не приталенное	negative	neutral
13843.0	Заказывала кофту XXL. У этой кофты даже не 46 размер, а скорей всего 44 (Российский). Хотя на бирке размер указан XXL. Качество хорошее. Здесь претензий нет. Но несоответствие размера очень огорчило. Хотела подарить ее на Новый год.	negative	neutral
13861.0	Шло 3, 5 недели. Не испытала такого восторга,  как надеялась после обзоров. Плюш внутри мягкий, приятный к телу. Рукава так же утеплены, но не плюшем. На 3 фото видно. Видимо за счёт «Чебурашки» я в нем очень объемная. Мерила на свитер, надеялась по носить его сейчас. Но расхотелось. Может быть осенью на тонкую футболку будет лучше сидеть. Пальто сзади топорщиться. Позже дополню фото. Размер L на параметры 90/73/97 подошло. Ни жмёт. Рукава короткие, но не критично. Нужно было заказывать без Чебурашки((((	positive	neutral
13890.0	Номера в основном корпусе отеля не очень , вид из окон на крыши домов портит вид на море. Корридоры очень грустные, серые. Халатов , тапочек нет. Мебель староватая. Постельное белье застиранное.Корпуса у бассейнов и номера в них понравились. Территория отеля зелёная , красивая. Бассейны хорошие.	positive	neutral
13892.0	Третья фланелевая рубашка с Али, и очередное разочарование. В этот раз думала, что учла все, заказав XL  на свой 42-44. Но нет же: спереди она мне в обтяг (видно, как ткань между пуговицами наттягивается, хотя казалось бы ОГ всего 84см), а сзади наоборот топорщится мешком. Вытачки почему-то заканчиваются над грудью, а приталенности как не было так и нет. В общем, силуэт оставляет желать. Цвет не такой яркий и насыщенный как на заглавной фотке, а скорее как на фотке в описании, т.е. зеленый смотрится как коричневый. С горя пыталась открыть спор на несоответствие размеру, т.к. на уровне груди ширина рубашки 92см, а никак не 95 - Али его отклонил, типа допуск в 3 см. Т.е. прикол этих рубашек в том, что имеют в виду именно ширину рубашки, а не размер груди, на который эта рубашка налезет. Но в целом это был последний эксперимент, ну нафиг.	negative	neutral
13894.0	прислали куртку другого фасона Все бы ничего,но мала еле застегнулась А я обращалась к продавцу Спрашивала 6 или 7 размер заказать Он на мои параметры посоветовал 6	negative	neutral
13905.0	заказывала М( по параметрам должно было подойти),но пришел очень большой размер,не меньше L точно.	negative	neutral
13950.0	Талию нужно ушивать и пояс не такой высокий, как на картинке ( на бедрах).	positive	neutral
13955.0	Товар пришел отличного качества, но с одной стороны кардиган длиннее.	negative	neutral
13961.0	Очень тонкая синтетическая ткань 	positive	neutral
13972.0	Мне не понравился. Дешево выглядит и короткий на 172	negative	neutral
13974.0	Свитер красивый и отлично сел на 42-44. Но воняет плесенью!!!!!не помогло выветривание на сутки на балконе и стирка.	negative	neutral
13980.0	"Сотрудник в ресторане не знал, что отель предоставляет опцию ""поздний завтрак"". Касательно уборки: несмотря на табличку ""не беспокоить"" в номер постучалась уборщица и спросила нужно убирать или нет :("	positive	neutral
13987.0	Пижама радует только разметкой и только до первой стирки!!! Ношу размер s/m рост 175 заказала размер xl штаны еле натянула так ещё и короткими оказались ((( верх в самый раз!!!	negative	neutral
14015.0	Красивый цвет, но очень криво сшито, внизу  сборит, как вытянутое, на правом бедре ухо, кривая отстрочка. Вернули половину суммы, буду править. Доставка очень быстрая 	positive	neutral
14044.0	Кардиган на 4-. Синтетика, очень тонкий.  Другого цвета заказывать не буду.	positive	neutral
14055.0	Пришли с браком, но в споре вернули 250 руб	positive	neutral
14060.0	По порядку. В принципе все ок. Отель новый, номер новый и чистый. с мебелью все ок, матрас на кровати жесткий, подушки тоже не самые мягкие, но мне такие нравятся. Кондиционер шумный, и беда в том, что уходя из номера и забирая магнитный ключ, электричество гаснет, и соотв. кондей не работает. Вы приходите в душный влажный номер. В номере есть холодильник, сейф и термопот. Горничные докладывают использованный кофе и бутылечки с шампунькой, гелем и лосьоном. Шкаф есть, но его как бы нет - в нем всего 1 полка, абсолютно неудобный. В номере комары, а в лобби много комаров. Вай фай бесплатный только в лобби.Из минусов - при чекауте у одной пары перед нами вымогали деньги за испачканную простынь и полотенце. Обычная простынь, на которую пролили ананасовый сок. Тайка упиралась и говорила, что это не отстирывается и требовала за все 5000 бат. Проблема решалась минут 40, не меньше. В итоге, начались разговоры о скидках, но к счасть, как только пришел менеджер, он послал ресепшионистку в пешее эротическое и вернули залог. Кстати, залог обязательно оставить - 100 долларов или евро, некоторые оставляли в рублях.	positive	neutral
14063.0	Интересный отель для того чтобы скрасить свой отдых на выходных в Хельсинки. Хорошее расположение: до центра города минут 15 пешком. Сам отель как дополнительное приключение. Не знаю кому нужен wi fi , но его там нет, просто, через тюремные стены не проходит сигнал. Особо не советую посещать ресторан, достаточно завтрака чтобы оценить его.	positive	neutral
14068.0	заказывала размер 95 d,приехал размер по сантиметру 78 !Объём также меньше размера как минимум на два .Маркировка стояла согласно заказу .Видимо ,перепутали на фабрике не ту пришли.Деньги вернули после спора .Спасибо.	negative	neutral
14078.0	" Привыкшим к комфорту этот отель точно не подойдёт. Всего должно быть в меру и минимализма тоже.Сразу расскажу о + и - на свой вкус.+ близкое расположение к центру+/- подушки высокие. Кому-то хорошо, для меня - невозможно. Стоит менять при заезде, при необходимости.- очень темно- тесновато (на фото номер считающийся улучшенным в классификации отеля)- отсутствие гардероба- номинальность стен- сильная слышимость (в основном с улицы. Соседи показались тихими, если они были)- завтрак скудный, мало фруктов и вообще еды, которую можно отнести к здоровому питанию. - бассейн совсем маленький, лежаков точно не хватает (люди используют сиденья из зоны лаунч с этой целью). Но должен ли быть бассейн в центре города вообще? Парковка нам не была нужна, но около отеля точно постоять не получится - нет зоны, предусматривающей даже временную парковку. Можно долго ещё расписывать все ""прелести"" отеля. Наша ошибка была - заселиться там. Спасло лишь то, что это была всего одна ночь."	negative	neutral
14088.0	Товар не соответствует картинке, по плечам и спине хорошо, а в бедрах широкое.	negative	neutral
14105.0	Толстовка тонкая, наклейки на рукава слишком узкие и явно скоро треснут, сама она короткая. По параметрам меньше, чем заявлено. Думала, что если будет не очень, то сгодится хотя бы для дома, но и для дома - нет.	negative	neutral
14122.0	размер XL подходит на 42-44 рус, бирок нет, поэтому понять, какой размер отправили - не возможно. кардинал простенький	positive	neutral
14125.0	в какой вселенной это xxxl? это максимум М! на 46 размер. ребят ну это перебор	negative	neutral
14130.0	штанишки приятные на ощупь но пошив несуразный. короткая длина это раз. на рост 169 они не просто выше щиколотки а очень даже выше.это же зимние штаны, но получается они на рост где-то 150см. заказала я на свой зад 52 размера 4xl, оказались в животе как раз, а в ногах(ляшках) узкие, тем самым мотня сползает. В общем не советую, явно не правильно пошиты	negative	neutral
14132.0	Вышивка нанесена на синтетическую ткань, таким образом получается, что передняя часть блузы двойная. Летом будет жарко.	negative	neutral
14172.0	Хватает и положительных и отрицательных сторон. Немного тесно, причем везде, начиная с холла, заканчивая номерами. Хотя, если бы мебель была компактнее, то в комнатах было свободнее. Утюг предоставляют по первой просьбе.	positive	neutral
14181.0	"Отель старенький и очень большой. Из плюсов:- расположение,- хороший завтрак.Из минусов:- старая обстановка,- запах ""вековой"" пыли в коридорах,- платная парковка."	positive	neutral
14184.0	Шапка хорошая , только вот не рабочая кнопка вся изогнутая , пушок не держиться 	negative	neutral
14187.0	по размеру. все цело. конечно синтетика.	positive	neutral
14192.0	рубашка пришла маленькая	negative	neutral
14197.0	Нормальный отель, учитывая низкую стоимость. Неплохой ассортимент на завтраке. Официанты не всегда приветливы и не всегда знают, что подают. Единственное положительное качество - это близость к станции метро!	negative	neutral
14246.0	Качество оставляет желать лучшего	negative	neutral
14252.0	отвратительный запах и кофта пришла вся в пятнах.	positive	negative
14258.0	"Хотела отдохнуть в отеле в тематическом, традиционном стиле, но по факту, номер крошечный, везде затхлый запах, странные ""боярские"" хоромы, ужасный матрац и высокая цена. На завтраке не было ни души, кофе за доп плату, как и сам завтрак((( за эти деньги можно найти лучше!"	negative	neutral
14262.0	на рисунке показан длиный кардиган а пришла короткая кофта .	negative	neutral
14263.0	Останавливались в отеле на одну ночь.Номер был забронирован на 3 человек. Приехали после 14.00, но на reception нам сказали, что номер не готов и предложили другой, аргументируя тем, что он с балконом и хорошим видом из окна. К удивлению обнаружили, когда вошли в номер, что он на двоих. После ночного переезда очень устали, но пришлось ждать третью кровать, чашки, полотенца. Следует отдать должное, горничная пришла через пол часа, но осадок остался не очень приятный. Wi-fi в номерах платный, 10Евро, тоже были удивлены, так как для солидной цепочки отелей Hilton - это явно перебор с желанием взять с постояльцев деньги.Завтраки хорошие, сытные, большой выбор. Это большой плюс отеля.Месторасположение порадовало - вдали от суеты города, рядом озеро, можно искупаться, бегают зайцы, поют птички. До центра города можно доехать на трамвае №4, стоит билет 7 Евро взрослый, 3,5 Евро - ребенок.Теперь о неприятном - парковки на территории отеля не хватает для всех постояльцев. Работники отеля предложили оставить машину на парковке рядом с отелем. Парковка тесная, машин на ней много. В итоге нам помяли дверцу машины. Но, администрация отеля за машины, оставленные на этой парковке, ответственности не несет. Поэтому, читая на странице отеля о том, что есть бесплатная парковка, что привлекает туристов (особенно тех, кто знает, что с бесплатными парковками в Хельсинки беда), нужно понимать, что безопасная парковка не для всех постояльцев. Остальным, как повезет.	positive	neutral
